cell_type,MultiK,ChooseR,MultiK + scVI,MultiK + Scanpy,MultiK + elbow,ChooseR + scVI,ChooseR + Scanpy,ChooseR + elbow,MultiK + scLENS,ChooseR + scLENS
Trm_Th1.Th17.,5,7,0,0,1,6,0,4,9,9
Trm_Th1.Th17.,6,4,3,3,5,15,2,3,9,9
Teffector.EM_CD4.,2,2,1,1,2,4,1,1,4,4
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Trm.em_CD8.,9,9,5,2,7,16,6,2,10,10
Tfh.,1,0,0,0,5,0,0,3,0,0
Trm_Th1.Th17.,6,4,3,7,4,12,3,1,9,9
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Tnaive.CM_CD4.,0,7,3,3,5,9,2,4,5,3
Trm_Th1.Th17.,6,4,3,7,4,12,3,1,9,9
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tfh.,1,0,0,0,0,0,0,0,0,0
Trm_Th1.Th17.,6,4,1,2,4,4,1,1,4,4
Tnaive.CM_CD8.,6,7,3,5,0,15,0,0,6,6
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,3,5
Tnaive.CM_CD8.,5,7,3,4,1,15,3,1,6,6
Tnaive.CM_CD4.,0,3,3,3,5,5,2,3,5,5
Trm.em_CD8.,9,9,5,8,7,13,6,2,10,10
Tnaive.CM_CD4.,5,7,3,3,5,5,2,3,5,5
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tnaive.CM_CD4.,0,7,3,3,5,9,2,4,5,5
Tnaive.CM_CD8.,4,5,3,4,3,6,3,3,6,6
Tregs.,3,6,4,5,6,8,4,5,7,7
Trm.em_CD8.,9,9,5,2,2,13,6,2,10,10
Tnaive.CM_CD8.,5,7,3,3,5,9,2,4,6,6
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
MAIT.,10,2,2,2,2,2,1,2,2,2
Teffector.EM_CD4.,2,2,1,1,2,4,1,1,1,1
Tregs.,3,6,4,5,6,11,4,5,7,7
Trm_Th1.Th17.,6,4,3,7,2,12,3,1,9,9
Tnaive.CM_CD4.,0,3,3,3,5,9,2,3,5,5
Tfh.,1,0,0,0,0,0,0,0,0,0
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tnaive.CM_CD4.,5,7,3,3,4,9,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,3
T_CD4.CD8.,6,4,1,7,4,4,0,1,12,12
T_CD4.CD8.,6,4,1,5,0,4,4,0,12,12
Trm_gut_CD8.,5,7,1,1,1,1,1,4,1,1
Teffector.EM_CD4.,2,2,1,2,2,4,1,2,4,4
Tfh.,1,0,0,0,0,0,0,0,0,0
Trm.em_CD8.,9,9,5,2,2,13,1,1,10,10
Trm.em_CD8.,9,9,5,2,7,13,6,2,10,10
Teffector.EM_CD4.,5,7,3,1,1,16,1,4,4,4
Trm.em_CD8.,9,9,5,2,2,13,6,2,10,10
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,5,5
Tnaive.CM_CD4.,5,7,3,3,4,6,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,5,5
Tfh.,1,0,0,0,0,0,0,0,0,0
Tfh.,1,0,0,0,2,0,0,1,0,0
Tfh.,1,0,0,0,6,0,0,5,0,0
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tfh.,1,0,0,0,2,0,0,0,0,0
Teffector.EM_CD4.,2,0,1,2,6,4,1,5,4,4
Trm_Th1.Th17.,6,3,3,7,4,7,3,3,9,9
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tfh.,1,0,4,0,1,0,0,4,0,0
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
MAIT.,10,2,2,2,2,2,1,2,2,2
Tgd_CRTAM..,2,9,5,8,7,10,6,2,11,11
Trm_gut_CD8.,2,1,1,1,0,1,1,0,1,1
Tnaive.CM_CD4.,5,7,3,3,4,15,2,3,5,5
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Trm.em_CD8.,9,9,5,8,7,10,6,2,10,10
Tregs.,3,6,4,5,6,11,4,5,7,7
Tnaive.CM_CD4.,0,3,3,3,3,5,2,3,5,3
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tnaive.CM_CD8.,4,4,3,4,4,15,3,3,6,6
Tnaive.CM_CD8.,4,5,3,4,5,7,3,3,6,6
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Trm.em_CD8.,9,9,5,2,2,13,6,2,10,10
Tnaive.CM_CD4.,0,3,3,3,5,3,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,3,9,2,3,5,5
Tnaive.CM_CD8.,4,3,3,4,1,7,3,1,6,6
Tfh.,1,0,0,0,0,0,0,0,0,0
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tnaive.CM_CD4.,0,3,3,3,5,5,2,3,5,5
Tregs.,3,6,4,5,6,11,4,5,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Tnaive.CM_CD4.,0,7,3,3,5,5,2,3,5,5
Trm.em_CD8.,9,9,5,2,2,13,1,1,10,10
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tnaive.CM_CD8.,4,5,3,4,5,7,3,3,6,6
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tnaive.CM_CD4.,5,7,3,3,4,15,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tnaive.CM_CD8.,4,7,3,4,5,9,3,4,6,6
Trm_Th1.Th17.,6,4,3,7,4,12,3,3,9,9
Tnaive.CM_CD4.,0,3,3,3,5,5,2,3,5,5
Trm_gut_CD8.,1,7,4,1,1,1,1,4,1,1
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Trm_Th1.Th17.,6,4,3,7,4,12,3,1,9,9
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Trm_Th1.Th17.,6,4,1,7,1,12,3,1,9,9
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,5,5
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tfh.,1,0,0,0,0,0,0,0,0,0
Trm.em_CD8.,9,9,5,2,7,13,6,2,10,10
Tnaive.CM_CD4.,0,3,3,3,4,6,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,3,5,2,3,5,5
Tnaive.CM_CD8.,4,5,3,4,4,7,3,3,6,6
Tregs.,3,6,4,5,6,11,4,5,7,7
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tregs.,3,6,4,5,6,11,4,5,7,7
Trm.em_CD8.,9,9,5,2,2,14,6,2,10,10
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tnaive.CM_CD8.,4,5,3,4,4,7,3,3,6,6
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD8.,4,7,3,4,4,9,3,4,6,6
Trm_Th1.Th17.,6,4,3,3,4,12,2,3,9,9
Trm_Th1.Th17.,6,4,3,0,0,12,0,0,9,9
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tnaive.CM_CD8.,4,5,3,4,5,7,3,3,6,6
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Tnaive.CM_CD4.,5,7,3,3,5,15,2,4,5,5
Trm_gut_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD4.,0,3,3,3,5,5,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tnaive.CM_CD4.,0,3,3,3,4,5,2,3,5,5
Tnaive.CM_CD4.,0,4,3,3,4,5,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,5,3,2,3,3,3
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,5
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Tregs.,3,6,4,5,6,11,4,5,7,7
Tregs.,3,6,4,3,5,8,4,4,7,7
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tregs.,3,6,4,3,5,11,2,4,7,7
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tfh.,1,0,0,0,2,0,0,1,0,0
Tregs.,3,6,4,5,6,11,4,5,7,7
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tfh.,1,0,0,0,6,0,0,5,0,0
Tnaive.CM_CD4.,5,7,3,3,5,9,2,4,5,5
Tnaive.CM_CD4.,0,3,3,3,5,7,2,3,5,5
Tregs.,5,6,4,3,4,8,2,3,7,7
Tnaive.CM_CD8.,4,5,3,4,4,7,3,3,6,6
Tnaive.CM_CD8.,4,5,3,4,3,9,3,3,6,6
Trm_Th1.Th17.,6,4,3,2,2,12,1,1,9,9
Tregs.,3,6,4,5,0,11,4,0,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Tnaive.CM_CD4.,5,7,3,3,5,9,2,3,5,5
Teffector.EM_CD4.,2,2,1,2,0,4,1,0,4,4
Trm_gut_CD8.,2,2,1,1,2,1,1,1,1,1
Tfh.,1,0,4,0,0,16,0,0,0,0
Tnaive.CM_CD8.,4,5,3,4,4,15,3,3,6,6
Tnaive.CM_CD8.,5,7,3,3,5,15,2,3,5,5
Trm_Th1.Th17.,6,4,3,7,3,12,3,3,9,9
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Teffector.EM_CD4.,2,2,1,2,2,4,1,2,4,4
Tfh.,1,0,0,0,6,16,0,5,0,0
Tnaive.CM_CD4.,0,3,3,3,4,5,2,3,5,5
Tfh.,1,0,0,0,0,0,0,0,0,0
Trm_Th1.Th17.,6,4,3,7,4,12,3,3,9,9
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tregs.,3,6,4,5,6,11,4,5,7,7
Teffector.EM_CD4.,2,1,1,9,1,1,7,4,4,4
Trm_Th1.Th17.,6,4,3,7,4,15,3,3,9,9
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tnaive.CM_CD4.,0,7,3,3,5,9,2,4,5,5
Tnaive.CM_CD8.,4,5,3,4,4,15,3,4,6,6
Trm_Th1.Th17.,6,4,3,7,2,12,3,1,9,9
Teffector.EM_CD4.,6,2,1,2,4,4,1,1,4,4
Tnaive.CM_CD4.,0,3,3,3,3,5,2,3,3,3
Tnaive.CM_CD4.,5,7,3,3,4,9,2,3,5,5
Tnaive.CM_CD8.,4,5,3,3,4,7,2,3,6,6
Tregs.,3,6,4,5,0,11,4,0,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Tfh.,1,0,0,0,0,0,0,0,0,0
Trm_Th1.Th17.,6,4,1,0,0,12,0,0,9,9
Tfh.,1,0,0,0,0,0,0,0,0,0
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tfh.,1,0,0,0,0,0,0,0,0,0
Teffector.EM_CD4.,2,2,1,1,2,4,1,1,4,4
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD8.,4,5,3,4,4,7,3,3,6,6
Tnaive.CM_CD8.,4,5,3,4,5,7,3,3,6,6
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD8.,4,4,3,4,4,7,3,3,6,6
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tregs.,3,6,4,5,6,11,4,5,7,7
Teffector.EM_CD4.,2,2,1,2,2,4,1,2,4,4
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tregs.,3,6,4,5,6,11,4,5,7,7
Tfh.,1,0,0,0,0,0,0,0,0,0
Trm_Th1.Th17.,6,4,3,7,2,12,3,1,9,9
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tfh.,1,0,0,0,0,0,0,0,0,0
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tregs.,3,6,4,5,6,8,4,5,7,7
Tfh.,1,0,0,0,0,0,0,0,0,0
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tnaive.CM_CD4.,0,3,3,3,3,9,2,3,5,5
Teffector.EM_CD4.,2,2,1,1,2,4,1,1,4,4
Tnaive.CM_CD4.,0,3,3,3,4,5,2,3,5,3
Tregs.,3,6,4,5,6,11,4,5,7,7
Tregs.,3,6,4,5,6,8,4,5,7,7
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tnaive.CM_CD4.,5,7,3,3,5,15,2,3,5,5
Trm_Th1.Th17.,5,7,3,7,4,15,3,3,9,9
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tregs.,3,6,4,5,6,11,4,5,7,7
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Teffector.EM_CD4.,2,0,1,2,0,4,1,0,4,4
Trm_Th1.Th17.,6,4,0,0,0,12,0,0,9,9
Teffector.EM_CD4.,2,1,1,2,2,4,1,1,4,4
Tregs.,3,6,4,5,6,11,4,5,7,7
Tregs.,3,6,4,5,0,11,4,0,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tregs.,3,6,4,5,6,11,4,5,7,7
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,5,5
Tregs.,3,6,4,5,6,11,4,5,7,7
Tfh.,1,0,0,0,4,0,0,1,0,0
Trm_gut_CD8.,1,7,1,0,1,16,0,4,1,1
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tfh.,1,0,0,0,0,0,0,0,0,0
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD8.,4,5,3,4,5,9,3,4,6,6
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Trm_gut_CD8.,2,1,1,2,2,1,1,1,1,1
MAIT.,10,2,2,2,2,2,1,2,2,2
Trm_Th1.Th17.,6,4,1,0,2,5,2,1,9,9
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tregs.,5,7,4,3,5,8,2,4,7,7
Tregs.,3,6,4,3,5,8,4,4,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Tfh.,1,0,0,0,0,0,0,0,0,0
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,0,3,3,3,5,3,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tfh.,1,0,0,0,0,0,0,0,0,0
Tfh.,1,0,0,0,5,16,0,4,0,0
Tfh.,1,7,0,0,1,9,0,4,0,0
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Trm_gut_CD8.,2,1,1,1,2,1,1,0,1,1
Teffector.EM_CD4.,2,2,1,2,2,4,1,2,4,4
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tnaive.CM_CD4.,0,3,3,3,5,9,2,4,3,3
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tnaive.CM_CD4.,5,7,3,3,5,6,2,4,3,5
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tnaive.CM_CD4.,0,7,3,3,5,5,2,4,5,5
Tregs.,3,6,4,5,6,11,4,5,7,7
Tnaive.CM_CD4.,0,3,3,3,5,5,2,3,5,5
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tfh.,1,0,0,0,6,0,0,5,0,0
Tregs.,3,6,4,5,6,8,4,5,7,7
Trm_Th1.Th17.,6,4,3,7,4,15,3,3,9,9
Tnaive.CM_CD4.,0,3,3,3,3,6,2,3,3,3
Tnaive.CM_CD8.,4,5,3,4,3,9,3,3,6,6
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tgd_CRTAM..,8,9,5,8,2,10,6,2,11,11
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tregs.,3,6,4,5,0,8,4,0,7,7
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,5
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tnaive.CM_CD8.,4,5,3,3,5,9,2,3,6,6
Trm.em_CD8.,9,9,5,2,2,13,1,2,10,10
Trm_Th1.Th17.,6,4,1,0,2,4,0,1,9,9
Tnaive.CM_CD4.,0,3,3,3,4,12,2,3,5,5
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tnaive.CM_CD4.,0,3,3,3,5,5,2,3,5,5
Tregs.,3,6,4,5,6,11,4,5,7,7
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tfh.,1,0,0,0,0,0,0,0,0,0
Tregs.,3,6,4,5,6,11,4,5,7,7
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tnaive.CM_CD4.,5,7,3,3,5,15,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Trm.em_CD8.,9,9,5,2,2,13,6,2,10,10
Tnaive.CM_CD4.,5,7,3,3,5,5,2,3,5,5
Tfh.,1,0,0,0,6,0,0,5,0,0
Tnaive.CM_CD4.,0,7,3,3,5,9,2,4,3,3
Tregs.,5,6,4,5,6,8,4,5,7,7
Tnaive.CM_CD4.,0,4,3,3,4,5,2,3,5,5
MAIT.,10,2,2,2,2,2,1,2,2,2
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tnaive.CM_CD4.,5,7,3,3,5,6,2,3,5,5
Tnaive.CM_CD8.,4,5,3,3,5,7,2,3,6,6
Tnaive.CM_CD4.,0,3,3,3,5,9,2,3,5,5
Tfh.,1,0,0,0,6,0,0,5,0,0
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,0,3,3,3,1,3,2,5,3,3
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tfh.,1,0,0,0,0,0,0,0,0,0
Tfh.,1,0,0,0,0,0,0,0,0,0
MAIT.,10,2,2,2,1,2,1,4,2,2
Teffector.EM_CD4.,2,2,1,1,2,4,1,1,4,4
Tregs.,3,6,4,5,6,11,4,5,7,7
Tfh.,1,0,0,0,4,0,0,1,0,0
Trm.em_CD8.,9,9,5,2,2,13,6,2,10,10
Tnaive.CM_CD4.,0,3,3,3,4,6,2,3,5,5
Teffector.EM_CD4.,2,2,1,9,7,4,7,2,4,4
Tnaive.CM_CD4.,0,3,3,3,6,9,2,3,3,3
Tnaive.CM_CD4.,5,7,3,3,4,15,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,5,5
Trm_Th1.Th17.,6,4,3,3,4,15,2,3,9,9
Teffector.EM_CD4.,2,1,1,0,2,4,0,0,4,4
Trm_Th1.Th17.,4,4,3,4,4,15,3,3,6,6
Trm_Th1.Th17.,6,4,3,7,4,12,3,3,9,9
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tnaive.CM_CD8.,4,5,3,4,4,7,3,3,6,6
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,3,5,2,3,5,5
Tnaive.CM_CD4.,5,3,3,3,4,5,2,3,5,5
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Trm_gut_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD4.,0,3,3,3,5,3,2,4,3,3
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tnaive.CM_CD4.,0,3,3,3,4,6,2,3,5,5
Tregs.,3,6,4,5,6,11,4,5,7,7
Tnaive.CM_CD4.,0,3,3,3,3,5,2,3,5,5
Tnaive.CM_CD8.,4,4,3,4,1,9,3,1,6,6
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tregs.,3,6,4,5,6,8,4,5,7,7
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
MAIT.,10,2,2,2,2,2,1,2,2,2
Tnaive.CM_CD8.,4,5,3,4,1,7,3,1,6,6
Tnaive.CM_CD4.,0,3,3,0,0,3,0,0,3,3
Tnaive.CM_CD4.,0,3,3,3,5,5,2,3,5,5
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tregs.,3,6,4,5,6,11,4,5,7,7
Tnaive.CM_CD4.,0,3,3,3,5,6,2,3,5,5
Trm_Th1.Th17.,6,4,3,7,1,15,3,1,9,9
Tregs.,3,6,4,5,6,11,4,5,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
MAIT.,10,2,2,2,2,2,1,2,2,2
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tnaive.CM_CD4.,5,7,3,3,5,6,2,4,5,5
Trm.em_CD8.,9,9,5,8,7,13,6,2,10,10
Trm_gut_CD8.,2,1,1,1,2,1,1,2,1,1
Trm.em_CD8.,9,9,5,2,2,13,6,2,10,10
Tfh.,5,7,0,0,5,16,0,4,0,0
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tem.emra_CD8.,7,8,5,6,7,14,5,2,8,8
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Tregs.,1,0,4,5,5,11,4,4,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Cycling.T.NK.,7,8,5,6,7,10,5,2,8,8
Teffector.EM_CD4.,2,2,1,1,2,12,1,1,4,4
Tfh.,1,0,0,0,0,0,0,0,0,0
Tfh.,1,0,0,0,4,0,0,0,0,0
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,5,7,3,3,5,16,2,4,5,5
Tnaive.CM_CD4.,0,3,3,3,3,6,2,3,3,3
MAIT.,2,2,2,2,2,2,1,2,2,2
Tfh.,1,0,0,0,0,0,0,5,0,0
Tnaive.CM_CD4.,0,3,3,3,3,6,2,3,3,3
Tfh.,1,0,0,0,0,0,0,0,0,0
Tfh.,1,0,0,0,0,16,0,0,0,0
Tfh.,1,0,0,0,6,0,0,0,0,0
Tgd_CRTAM..,8,9,5,8,7,10,6,2,11,11
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,5,5
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tfh.,1,0,0,0,6,0,0,5,0,0
Tregs.,3,6,4,5,6,11,4,5,7,7
Tgd_CRTAM..,7,8,5,8,7,10,6,2,11,11
Trm_Th1.Th17.,6,4,1,7,2,12,1,1,9,9
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tregs.,3,6,4,5,6,11,3,5,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Tregs.,3,6,4,5,6,11,4,5,7,7
Teffector.EM_CD4.,2,2,1,2,4,12,1,1,4,4
Tnaive.CM_CD4.,0,3,3,3,5,9,2,4,5,5
Trm_Th1.Th17.,5,7,3,7,5,4,3,4,9,9
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tfh.,1,0,0,0,0,0,0,0,0,0
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Trm_Th1.Th17.,6,4,3,3,5,15,2,3,9,9
Tnaive.CM_CD8.,4,5,3,3,3,5,2,3,6,6
MAIT.,10,2,2,2,2,2,1,1,2,2
Tnaive.CM_CD4.,0,3,3,3,3,3,2,3,3,3
Tfh.,1,0,0,0,0,0,0,5,0,0
Tregs.,3,6,4,5,6,11,4,5,7,7
Teffector.EM_CD4.,2,2,1,2,2,4,1,2,4,4
T_CD4.CD8.,6,0,4,9,1,17,7,4,12,12
Teffector.EM_CD4.,1,7,1,0,1,16,0,4,4,4
MAIT.,10,2,2,2,7,2,1,2,2,2
Tnaive.CM_CD4.,0,3,3,3,5,3,2,3,3,3
Tregs.,3,6,4,5,6,11,4,5,7,7
Tnaive.CM_CD4.,0,3,3,3,4,3,2,3,3,3
Teffector.EM_CD4.,2,2,1,8,7,10,6,2,4,4
Tfh.,1,0,0,0,6,0,0,5,0,0
MAIT.,10,2,2,2,7,2,1,2,2,2
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tnaive.CM_CD8.,4,5,3,4,3,7,3,3,6,6
Tnaive.CM_CD4.,0,4,3,3,4,15,2,3,5,5
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
MAIT.,10,2,2,2,7,2,1,2,2,2
Trm_Th1.Th17.,4,5,3,7,4,12,3,3,9,9
Tnaive.CM_CD8.,4,7,3,4,5,7,2,3,6,6
Tfh.,1,0,0,0,6,0,0,5,0,0
Teffector.EM_CD4.,2,2,1,2,2,4,1,1,4,4
Tregs.,3,6,4,5,6,11,4,5,7,7
T_CD4.CD8.,6,0,4,9,1,17,7,4,12,12
Trm_gut_CD8.,2,1,1,1,1,1,1,4,1,1
Trm_gut_CD8.,2,1,1,2,2,1,1,1,1,1
Tnaive.CM_CD4.,0,3,3,3,3,5,2,3,5,5
Tnaive.CM_CD4.,0,3,3,3,3,9,2,3,3,3
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
Tregs.,3,6,4,5,6,11,4,5,7,7
Trm.em_CD8.,9,9,5,2,2,13,6,2,10,10
Trm_gut_CD8.,2,1,1,1,2,1,1,1,1,1
